NAICS_DESC,DATE,REVENUE,anonimized_name
"Data Processing, Hosting, and",8/22/20,4371,Kimberly Pratt INC
"Data Processing, Hosting, and",8/23/20,139,Kimberly Pratt INC
"Data Processing, Hosting, and",8/24/20,5711,Kimberly Pratt INC
"Data Processing, Hosting, and",8/25/20,7108,Kimberly Pratt INC
"Data Processing, Hosting, and",8/26/20,5673,Kimberly Pratt INC
"Data Processing, Hosting, and",8/27/20,7790,Kimberly Pratt INC
"Data Processing, Hosting, and",8/28/20,4941,Kimberly Pratt INC
"Data Processing, Hosting, and",8/29/20,5481,Kimberly Pratt INC
"Data Processing, Hosting, and",8/30/20,109,Kimberly Pratt INC
"Data Processing, Hosting, and",8/31/20,6769,Kimberly Pratt INC
"Data Processing, Hosting, and",9/1/20,7644,Kimberly Pratt INC
"Data Processing, Hosting, and",9/2/20,5628,Kimberly Pratt INC
"Data Processing, Hosting, and",9/3/20,6397,Kimberly Pratt INC
"Data Processing, Hosting, and",9/4/20,6642,Kimberly Pratt INC
"Data Processing, Hosting, and",9/5/20,131,Kimberly Pratt INC
"Data Processing, Hosting, and",9/6/20,50,Kimberly Pratt INC
"Data Processing, Hosting, and",9/7/20,102,Kimberly Pratt INC
"Data Processing, Hosting, and",9/8/20,129,Kimberly Pratt INC
"Data Processing, Hosting, and",9/9/20,7227,Kimberly Pratt INC
"Data Processing, Hosting, and",9/10/20,6195,Kimberly Pratt INC
"Data Processing, Hosting, and",9/11/20,8082,Kimberly Pratt INC
"Data Processing, Hosting, and",9/12/20,5899,Kimberly Pratt INC
"Data Processing, Hosting, and",9/14/20,7120,Kimberly Pratt INC
"Data Processing, Hosting, and",9/15/20,6538,Kimberly Pratt INC
"Data Processing, Hosting, and",9/16/20,5258,Kimberly Pratt INC
"Data Processing, Hosting, and",9/17/20,6948,Kimberly Pratt INC
"Data Processing, Hosting, and",9/18/20,10407,Kimberly Pratt INC
"Data Processing, Hosting, and",9/19/20,3687,Kimberly Pratt INC
"Data Processing, Hosting, and",9/20/20,45,Kimberly Pratt INC
"Data Processing, Hosting, and",9/21/20,6769,Kimberly Pratt INC
"Data Processing, Hosting, and",9/22/20,5925,Kimberly Pratt INC
"Data Processing, Hosting, and",9/23/20,6333,Kimberly Pratt INC
"Data Processing, Hosting, and",9/24/20,5928,Kimberly Pratt INC
"Data Processing, Hosting, and",9/25/20,9646,Kimberly Pratt INC
"Data Processing, Hosting, and",9/26/20,1524,Kimberly Pratt INC
"Data Processing, Hosting, and",9/27/20,138,Kimberly Pratt INC
"Data Processing, Hosting, and",9/28/20,4369,Kimberly Pratt INC
"Data Processing, Hosting, and",9/29/20,4282,Kimberly Pratt INC
"Data Processing, Hosting, and",9/30/20,6915,Kimberly Pratt INC
"Data Processing, Hosting, and",10/1/20,2560,Kimberly Pratt INC
"Data Processing, Hosting, and",10/2/20,5042,Kimberly Pratt INC
"Data Processing, Hosting, and",10/3/20,173,Kimberly Pratt INC
"Data Processing, Hosting, and",10/5/20,4484,Kimberly Pratt INC
"Data Processing, Hosting, and",10/6/20,4622,Kimberly Pratt INC
"Data Processing, Hosting, and",10/7/20,7096,Kimberly Pratt INC
"Data Processing, Hosting, and",10/8/20,6351,Kimberly Pratt INC
"Data Processing, Hosting, and",10/9/20,5171,Kimberly Pratt INC
"Data Processing, Hosting, and",10/10/20,5721,Kimberly Pratt INC
"Data Processing, Hosting, and",10/12/20,4058,Kimberly Pratt INC
"Data Processing, Hosting, and",10/13/20,5490,Kimberly Pratt INC
"Data Processing, Hosting, and",10/14/20,6467,Kimberly Pratt INC
"Data Processing, Hosting, and",10/15/20,4713,Kimberly Pratt INC
"Data Processing, Hosting, and",10/16/20,3778,Kimberly Pratt INC
"Data Processing, Hosting, and",10/17/20,5375,Kimberly Pratt INC
"Data Processing, Hosting, and",10/18/20,30,Kimberly Pratt INC
"Data Processing, Hosting, and",10/19/20,5829,Kimberly Pratt INC
"Data Processing, Hosting, and",10/20/20,6189,Kimberly Pratt INC
"Data Processing, Hosting, and",10/21/20,7641,Kimberly Pratt INC
"Data Processing, Hosting, and",10/22/20,9392,Kimberly Pratt INC
"Data Processing, Hosting, and",10/23/20,6298,Kimberly Pratt INC
"Data Processing, Hosting, and",10/24/20,1217,Kimberly Pratt INC
"Data Processing, Hosting, and",10/26/20,4791,Kimberly Pratt INC
"Data Processing, Hosting, and",10/27/20,4495,Kimberly Pratt INC
"Data Processing, Hosting, and",10/28/20,7057,Kimberly Pratt INC
"Data Processing, Hosting, and",10/29/20,4672,Kimberly Pratt INC
"Data Processing, Hosting, and",10/30/20,5797,Kimberly Pratt INC
"Data Processing, Hosting, and",10/31/20,199,Kimberly Pratt INC
"Data Processing, Hosting, and",11/2/20,5468,Kimberly Pratt INC
"Data Processing, Hosting, and",11/3/20,3315,Kimberly Pratt INC
"Data Processing, Hosting, and",11/4/20,4514,Kimberly Pratt INC
"Data Processing, Hosting, and",11/5/20,8301,Kimberly Pratt INC
"Data Processing, Hosting, and",11/6/20,5063,Kimberly Pratt INC
"Data Processing, Hosting, and",11/7/20,232,Kimberly Pratt INC
"Data Processing, Hosting, and",11/9/20,3965,Kimberly Pratt INC
"Data Processing, Hosting, and",11/10/20,5456,Kimberly Pratt INC
"Data Processing, Hosting, and",11/11/20,3560,Kimberly Pratt INC
"Data Processing, Hosting, and",11/12/20,7161,Kimberly Pratt INC
"Data Processing, Hosting, and",11/13/20,7959,Kimberly Pratt INC
"Data Processing, Hosting, and",11/14/20,6605,Kimberly Pratt INC
"Data Processing, Hosting, and",11/15/20,19,Kimberly Pratt INC
"Data Processing, Hosting, and",11/16/20,5247,Kimberly Pratt INC
"Data Processing, Hosting, and",11/17/20,7669,Kimberly Pratt INC
"Data Processing, Hosting, and",11/18/20,4735,Kimberly Pratt INC
"Data Processing, Hosting, and",11/19/20,10217,Kimberly Pratt INC
"Data Processing, Hosting, and",11/20/20,6637,Kimberly Pratt INC
"Data Processing, Hosting, and",11/21/20,2302,Kimberly Pratt INC
"Data Processing, Hosting, and",11/23/20,10175,Kimberly Pratt INC
"Data Processing, Hosting, and",11/24/20,4741,Kimberly Pratt INC
"Data Processing, Hosting, and",11/25/20,4971,Kimberly Pratt INC
"Data Processing, Hosting, and",11/26/20,15,Kimberly Pratt INC
"Data Processing, Hosting, and",11/27/20,2946,Kimberly Pratt INC
"Data Processing, Hosting, and",11/28/20,45,Kimberly Pratt INC
"Data Processing, Hosting, and",11/29/20,86,Kimberly Pratt INC
"Data Processing, Hosting, and",11/30/20,7031,Kimberly Pratt INC
"Data Processing, Hosting, and",12/1/20,3901,Kimberly Pratt INC
"Data Processing, Hosting, and",12/2/20,5491,Kimberly Pratt INC
"Data Processing, Hosting, and",12/3/20,9393,Kimberly Pratt INC
"Data Processing, Hosting, and",12/4/20,8316,Kimberly Pratt INC
"Data Processing, Hosting, and",12/5/20,7619,Kimberly Pratt INC
"Data Processing, Hosting, and",12/6/20,22,Kimberly Pratt INC
"Data Processing, Hosting, and",12/7/20,4313,Kimberly Pratt INC
"Data Processing, Hosting, and",12/8/20,9755,Kimberly Pratt INC
"Data Processing, Hosting, and",12/9/20,10365,Kimberly Pratt INC
"Data Processing, Hosting, and",12/10/20,11664,Kimberly Pratt INC
"Data Processing, Hosting, and",12/11/20,17417,Kimberly Pratt INC
"Data Processing, Hosting, and",12/12/20,4357,Kimberly Pratt INC
"Data Processing, Hosting, and",12/13/20,58,Kimberly Pratt INC
"Data Processing, Hosting, and",12/14/20,6656,Kimberly Pratt INC
"Data Processing, Hosting, and",12/15/20,8893,Kimberly Pratt INC
"Data Processing, Hosting, and",12/16/20,4279,Kimberly Pratt INC
"Data Processing, Hosting, and",12/17/20,4500,Kimberly Pratt INC
"Data Processing, Hosting, and",12/18/20,5670,Kimberly Pratt INC
"Data Processing, Hosting, and",12/19/20,2737,Kimberly Pratt INC
"Data Processing, Hosting, and",12/20/20,115,Kimberly Pratt INC
"Data Processing, Hosting, and",12/21/20,1297,Kimberly Pratt INC
"Data Processing, Hosting, and",12/22/20,9426,Kimberly Pratt INC
"Data Processing, Hosting, and",12/23/20,6121,Kimberly Pratt INC
"Data Processing, Hosting, and",12/24/20,4218,Kimberly Pratt INC
"Data Processing, Hosting, and",12/26/20,88,Kimberly Pratt INC
"Data Processing, Hosting, and",12/27/20,271,Kimberly Pratt INC
"Data Processing, Hosting, and",12/28/20,7023,Kimberly Pratt INC
"Data Processing, Hosting, and",12/29/20,6277,Kimberly Pratt INC
"Data Processing, Hosting, and",12/30/20,10123,Kimberly Pratt INC
"Data Processing, Hosting, and",12/31/20,11471,Kimberly Pratt INC
"Data Processing, Hosting, and",1/1/21,74,Kimberly Pratt INC
"Data Processing, Hosting, and",1/2/21,45,Kimberly Pratt INC
"Data Processing, Hosting, and",1/3/21,20,Kimberly Pratt INC
"Data Processing, Hosting, and",1/4/21,3169,Kimberly Pratt INC
"Data Processing, Hosting, and",1/5/21,8457,Kimberly Pratt INC
"Data Processing, Hosting, and",1/6/21,1305,Kimberly Pratt INC
"Data Processing, Hosting, and",1/7/21,10912,Kimberly Pratt INC
"Data Processing, Hosting, and",1/8/21,8794,Kimberly Pratt INC
"Data Processing, Hosting, and",1/9/21,148,Kimberly Pratt INC
"Data Processing, Hosting, and",1/11/21,6841,Kimberly Pratt INC
"Data Processing, Hosting, and",1/12/21,6964,Kimberly Pratt INC
"Data Processing, Hosting, and",1/13/21,6595,Kimberly Pratt INC
"Data Processing, Hosting, and",1/14/21,8636,Kimberly Pratt INC
"Data Processing, Hosting, and",1/15/21,12637,Kimberly Pratt INC
"Data Processing, Hosting, and",1/17/21,278,Kimberly Pratt INC
"Data Processing, Hosting, and",1/18/21,538,Kimberly Pratt INC
"Data Processing, Hosting, and",1/19/21,5055,Kimberly Pratt INC
"Data Processing, Hosting, and",1/20/21,7783,Kimberly Pratt INC
"Data Processing, Hosting, and",1/21/21,6873,Kimberly Pratt INC
"Data Processing, Hosting, and",1/22/21,6937,Kimberly Pratt INC
"Data Processing, Hosting, and",1/23/21,84,Kimberly Pratt INC
"Data Processing, Hosting, and",1/24/21,149,Kimberly Pratt INC
"Data Processing, Hosting, and",1/25/21,7263,Kimberly Pratt INC
"Data Processing, Hosting, and",1/26/21,6484,Kimberly Pratt INC
"Data Processing, Hosting, and",1/27/21,10850,Kimberly Pratt INC
"Data Processing, Hosting, and",1/28/21,9843,Kimberly Pratt INC
"Data Processing, Hosting, and",1/29/21,5838,Kimberly Pratt INC
"Data Processing, Hosting, and",1/30/21,886,Kimberly Pratt INC
"Data Processing, Hosting, and",1/31/21,73,Kimberly Pratt INC
"Data Processing, Hosting, and",2/1/21,7587,Kimberly Pratt INC
"Data Processing, Hosting, and",2/2/21,7223,Kimberly Pratt INC
"Data Processing, Hosting, and",2/3/21,11926,Kimberly Pratt INC
"Data Processing, Hosting, and",2/4/21,9941,Kimberly Pratt INC
"Data Processing, Hosting, and",2/5/21,8754,Kimberly Pratt INC
"Data Processing, Hosting, and",2/6/21,404,Kimberly Pratt INC
"Data Processing, Hosting, and",2/7/21,168,Kimberly Pratt INC
"Data Processing, Hosting, and",2/8/21,7025,Kimberly Pratt INC
"Data Processing, Hosting, and",2/9/21,568,Kimberly Pratt INC
"Data Processing, Hosting, and",2/10/21,14175,Kimberly Pratt INC
"Data Processing, Hosting, and",2/11/21,9295,Kimberly Pratt INC
"Data Processing, Hosting, and",2/12/21,5591,Kimberly Pratt INC
"Data Processing, Hosting, and",2/13/21,60,Kimberly Pratt INC
"Data Processing, Hosting, and",2/15/21,3724,Kimberly Pratt INC
"Data Processing, Hosting, and",2/16/21,4976,Kimberly Pratt INC
"Data Processing, Hosting, and",2/17/21,4824,Kimberly Pratt INC
"Data Processing, Hosting, and",2/18/21,7243,Kimberly Pratt INC
"Data Processing, Hosting, and",2/19/21,5638,Kimberly Pratt INC
"Data Processing, Hosting, and",2/20/21,1148,Kimberly Pratt INC
"Data Processing, Hosting, and",2/21/21,64,Kimberly Pratt INC
"Data Processing, Hosting, and",2/22/21,11156,Kimberly Pratt INC
"Data Processing, Hosting, and",2/23/21,22259,Kimberly Pratt INC
"Data Processing, Hosting, and",2/24/21,9018,Kimberly Pratt INC
"Data Processing, Hosting, and",2/25/21,15651,Kimberly Pratt INC
"Data Processing, Hosting, and",2/26/21,7660,Kimberly Pratt INC
"Data Processing, Hosting, and",2/27/21,2549,Kimberly Pratt INC
"Data Processing, Hosting, and",3/1/21,10824,Kimberly Pratt INC
"Data Processing, Hosting, and",3/2/21,8506,Kimberly Pratt INC
"Data Processing, Hosting, and",3/3/21,13170,Kimberly Pratt INC
"Data Processing, Hosting, and",3/4/21,12272,Kimberly Pratt INC
"Data Processing, Hosting, and",3/5/21,9270,Kimberly Pratt INC
"Data Processing, Hosting, and",3/6/21,2885,Kimberly Pratt INC
"Data Processing, Hosting, and",3/8/21,10260,Kimberly Pratt INC
"Data Processing, Hosting, and",3/9/21,8785,Kimberly Pratt INC
"Data Processing, Hosting, and",3/10/21,6419,Kimberly Pratt INC
"Data Processing, Hosting, and",3/11/21,13159,Kimberly Pratt INC
"Data Processing, Hosting, and",3/12/21,11358,Kimberly Pratt INC
"Data Processing, Hosting, and",3/13/21,2363,Kimberly Pratt INC
"Data Processing, Hosting, and",3/15/21,10792,Kimberly Pratt INC
"Data Processing, Hosting, and",3/16/21,8945,Kimberly Pratt INC
"Data Processing, Hosting, and",3/17/21,19121,Kimberly Pratt INC
"Data Processing, Hosting, and",3/18/21,13653,Kimberly Pratt INC
"Data Processing, Hosting, and",3/19/21,10254,Kimberly Pratt INC
"Data Processing, Hosting, and",3/20/21,3408,Kimberly Pratt INC
"Data Processing, Hosting, and",3/21/21,43,Kimberly Pratt INC
"Data Processing, Hosting, and",3/22/21,14214,Kimberly Pratt INC
"Data Processing, Hosting, and",3/23/21,10227,Kimberly Pratt INC
"Data Processing, Hosting, and",3/24/21,17141,Kimberly Pratt INC
"Data Processing, Hosting, and",3/25/21,12267,Kimberly Pratt INC
"Data Processing, Hosting, and",3/26/21,13808,Kimberly Pratt INC
"Data Processing, Hosting, and",3/27/21,370,Kimberly Pratt INC
"Data Processing, Hosting, and",3/28/21,534,Kimberly Pratt INC
"Data Processing, Hosting, and",3/29/21,8624,Kimberly Pratt INC
"Data Processing, Hosting, and",3/30/21,11000,Kimberly Pratt INC
"Data Processing, Hosting, and",3/31/21,15825,Kimberly Pratt INC
"Data Processing, Hosting, and",4/1/21,9172,Kimberly Pratt INC
"Data Processing, Hosting, and",4/2/21,20751,Kimberly Pratt INC
"Data Processing, Hosting, and",4/3/21,1338,Kimberly Pratt INC
"Data Processing, Hosting, and",4/4/21,286,Kimberly Pratt INC
"Data Processing, Hosting, and",4/5/21,10717,Kimberly Pratt INC
"Data Processing, Hosting, and",4/6/21,9824,Kimberly Pratt INC
"Data Processing, Hosting, and",4/7/21,12271,Kimberly Pratt INC
"Data Processing, Hosting, and",4/8/21,12464,Kimberly Pratt INC
"Data Processing, Hosting, and",4/9/21,10217,Kimberly Pratt INC
"Data Processing, Hosting, and",4/10/21,1628,Kimberly Pratt INC
"Data Processing, Hosting, and",4/11/21,1677,Kimberly Pratt INC
"Data Processing, Hosting, and",4/12/21,8390,Kimberly Pratt INC
"Data Processing, Hosting, and",4/13/21,10674,Kimberly Pratt INC
"Data Processing, Hosting, and",4/14/21,13529,Kimberly Pratt INC
"Data Processing, Hosting, and",4/15/21,13540,Kimberly Pratt INC
"Data Processing, Hosting, and",4/16/21,10696,Kimberly Pratt INC
"Data Processing, Hosting, and",4/17/21,1954,Kimberly Pratt INC
"Data Processing, Hosting, and",4/18/21,2907,Kimberly Pratt INC
"Data Processing, Hosting, and",4/19/21,7865,Kimberly Pratt INC
"Data Processing, Hosting, and",4/20/21,10159,Kimberly Pratt INC
"Data Processing, Hosting, and",4/21/21,12741,Kimberly Pratt INC
"Data Processing, Hosting, and",4/22/21,6973,Kimberly Pratt INC
"Data Processing, Hosting, and",4/23/21,6046,Kimberly Pratt INC
"Data Processing, Hosting, and",4/24/21,2944,Kimberly Pratt INC
"Data Processing, Hosting, and",4/26/21,10073,Kimberly Pratt INC
"Data Processing, Hosting, and",4/27/21,6243,Kimberly Pratt INC
"Data Processing, Hosting, and",4/28/21,12703,Kimberly Pratt INC
"Data Processing, Hosting, and",4/29/21,8727,Kimberly Pratt INC
"Data Processing, Hosting, and",4/30/21,11615,Kimberly Pratt INC
"Data Processing, Hosting, and",5/1/21,656,Kimberly Pratt INC
"Data Processing, Hosting, and",5/3/21,8110,Kimberly Pratt INC
"Data Processing, Hosting, and",5/4/21,6641,Kimberly Pratt INC
"Data Processing, Hosting, and",5/5/21,14116,Kimberly Pratt INC
"Data Processing, Hosting, and",5/6/21,10462,Kimberly Pratt INC
"Data Processing, Hosting, and",5/7/21,10529,Kimberly Pratt INC
"Data Processing, Hosting, and",5/8/21,1860,Kimberly Pratt INC
"Data Processing, Hosting, and",5/10/21,13675,Kimberly Pratt INC
"Data Processing, Hosting, and",5/11/21,11539,Kimberly Pratt INC
"Data Processing, Hosting, and",5/12/21,13651,Kimberly Pratt INC
"Data Processing, Hosting, and",5/13/21,9624,Kimberly Pratt INC
"Data Processing, Hosting, and",5/14/21,11694,Kimberly Pratt INC
"Data Processing, Hosting, and",5/15/21,1930,Kimberly Pratt INC
"Data Processing, Hosting, and",5/16/21,100,Kimberly Pratt INC
"Data Processing, Hosting, and",5/17/21,11418,Kimberly Pratt INC
"Data Processing, Hosting, and",5/18/21,9243,Kimberly Pratt INC
"Data Processing, Hosting, and",5/19/21,12006,Kimberly Pratt INC
"Data Processing, Hosting, and",5/20/21,7507,Kimberly Pratt INC
"Data Processing, Hosting, and",5/21/21,9539,Kimberly Pratt INC
"Data Processing, Hosting, and",5/22/21,122,Kimberly Pratt INC
"Data Processing, Hosting, and",5/23/21,19,Kimberly Pratt INC
"Data Processing, Hosting, and",5/24/21,8492,Kimberly Pratt INC
"Data Processing, Hosting, and",5/25/21,11060,Kimberly Pratt INC
"Data Processing, Hosting, and",5/26/21,14182,Kimberly Pratt INC
"Data Processing, Hosting, and",5/27/21,2235,Kimberly Pratt INC
"Data Processing, Hosting, and",5/28/21,6719,Kimberly Pratt INC
"Data Processing, Hosting, and",5/29/21,191,Kimberly Pratt INC
"Data Processing, Hosting, and",5/31/21,311,Kimberly Pratt INC
"Data Processing, Hosting, and",6/1/21,9006,Kimberly Pratt INC
"Data Processing, Hosting, and",6/2/21,15242,Kimberly Pratt INC
"Data Processing, Hosting, and",6/3/21,48459,Kimberly Pratt INC
"Data Processing, Hosting, and",6/4/21,13555,Kimberly Pratt INC
"Data Processing, Hosting, and",6/5/21,1243,Kimberly Pratt INC
"Data Processing, Hosting, and",6/7/21,11402,Kimberly Pratt INC
"Data Processing, Hosting, and",6/8/21,8674,Kimberly Pratt INC
"Data Processing, Hosting, and",6/9/21,17236,Kimberly Pratt INC
"Data Processing, Hosting, and",6/10/21,12229,Kimberly Pratt INC
"Data Processing, Hosting, and",6/11/21,8015,Kimberly Pratt INC
"Data Processing, Hosting, and",6/13/21,750,Kimberly Pratt INC
"Data Processing, Hosting, and",6/14/21,9773,Kimberly Pratt INC
"Data Processing, Hosting, and",6/15/21,10246,Kimberly Pratt INC
"Data Processing, Hosting, and",6/16/21,9135,Kimberly Pratt INC
"Data Processing, Hosting, and",6/17/21,17881,Kimberly Pratt INC
"Data Processing, Hosting, and",6/18/21,6198,Kimberly Pratt INC
"Data Processing, Hosting, and",6/19/21,2824,Kimberly Pratt INC
"Data Processing, Hosting, and",6/21/21,5592,Kimberly Pratt INC
"Data Processing, Hosting, and",6/22/21,9895,Kimberly Pratt INC
"Data Processing, Hosting, and",6/23/21,11558,Kimberly Pratt INC
"Data Processing, Hosting, and",6/24/21,14668,Kimberly Pratt INC
"Data Processing, Hosting, and",6/25/21,11332,Kimberly Pratt INC
"Data Processing, Hosting, and",6/26/21,959,Kimberly Pratt INC
"Data Processing, Hosting, and",6/27/21,16,Kimberly Pratt INC
"Data Processing, Hosting, and",6/28/21,9051,Kimberly Pratt INC
"Data Processing, Hosting, and",6/29/21,11277,Kimberly Pratt INC
"Data Processing, Hosting, and",6/30/21,7147,Kimberly Pratt INC
"Data Processing, Hosting, and",7/1/21,12160,Kimberly Pratt INC
"Data Processing, Hosting, and",7/2/21,5628,Kimberly Pratt INC
"Data Processing, Hosting, and",7/3/21,459,Kimberly Pratt INC
"Data Processing, Hosting, and",7/5/21,168,Kimberly Pratt INC
"Data Processing, Hosting, and",7/6/21,6053,Kimberly Pratt INC
"Data Processing, Hosting, and",7/7/21,7049,Kimberly Pratt INC
"Data Processing, Hosting, and",7/8/21,10619,Kimberly Pratt INC
"Data Processing, Hosting, and",7/9/21,11775,Kimberly Pratt INC
"Data Processing, Hosting, and",7/10/21,595,Kimberly Pratt INC
"Data Processing, Hosting, and",7/12/21,7017,Kimberly Pratt INC
"Data Processing, Hosting, and",7/13/21,9218,Kimberly Pratt INC
"Data Processing, Hosting, and",7/14/21,6052,Kimberly Pratt INC
"Data Processing, Hosting, and",7/15/21,10251,Kimberly Pratt INC
"Data Processing, Hosting, and",7/16/21,6830,Kimberly Pratt INC
"Data Processing, Hosting, and",7/17/21,2477,Kimberly Pratt INC
"Data Processing, Hosting, and",7/18/21,101,Kimberly Pratt INC
"Data Processing, Hosting, and",7/19/21,6158,Kimberly Pratt INC
"Data Processing, Hosting, and",7/20/21,8696,Kimberly Pratt INC
"Data Processing, Hosting, and",7/21/21,9027,Kimberly Pratt INC
"Data Processing, Hosting, and",7/22/21,8613,Kimberly Pratt INC
"Data Processing, Hosting, and",7/23/21,12033,Kimberly Pratt INC
"Data Processing, Hosting, and",7/24/21,72,Kimberly Pratt INC
"Data Processing, Hosting, and",7/26/21,10895,Kimberly Pratt INC
"Data Processing, Hosting, and",7/27/21,11986,Kimberly Pratt INC
"Data Processing, Hosting, and",7/28/21,11303,Kimberly Pratt INC
"Data Processing, Hosting, and",7/29/21,15618,Kimberly Pratt INC
"Data Processing, Hosting, and",7/30/21,12609,Kimberly Pratt INC
"Data Processing, Hosting, and",7/31/21,777,Kimberly Pratt INC
"Data Processing, Hosting, and",8/1/21,44,Kimberly Pratt INC
"Data Processing, Hosting, and",8/2/21,7207,Kimberly Pratt INC
"Data Processing, Hosting, and",8/3/21,7105,Kimberly Pratt INC
"Data Processing, Hosting, and",8/4/21,8812,Kimberly Pratt INC
"Data Processing, Hosting, and",8/5/21,12938,Kimberly Pratt INC
"Data Processing, Hosting, and",8/6/21,9718,Kimberly Pratt INC
"Data Processing, Hosting, and",8/7/21,71,Kimberly Pratt INC
"Data Processing, Hosting, and",8/8/21,964,Kimberly Pratt INC
"Data Processing, Hosting, and",8/9/21,6229,Kimberly Pratt INC
"Data Processing, Hosting, and",8/10/21,16436,Kimberly Pratt INC
"Data Processing, Hosting, and",8/11/21,11983,Kimberly Pratt INC
"Data Processing, Hosting, and",8/12/21,20095,Kimberly Pratt INC
"Data Processing, Hosting, and",8/13/21,11278,Kimberly Pratt INC
"Data Processing, Hosting, and",8/14/21,44,Kimberly Pratt INC
"Data Processing, Hosting, and",8/15/21,87,Kimberly Pratt INC
"Data Processing, Hosting, and",8/16/21,15701,Kimberly Pratt INC
"Data Processing, Hosting, and",8/17/21,13784,Kimberly Pratt INC
"Data Processing, Hosting, and",8/18/21,18353,Kimberly Pratt INC
"Data Processing, Hosting, and",8/19/21,18808,Kimberly Pratt INC
"Data Processing, Hosting, and",8/20/21,10210,Kimberly Pratt INC
"Data Processing, Hosting, and",8/21/21,100,Kimberly Pratt INC
"Data Processing, Hosting, and",8/23/21,17279,Kimberly Pratt INC
"Data Processing, Hosting, and",8/24/21,11405,Kimberly Pratt INC
"Data Processing, Hosting, and",8/25/21,14944,Kimberly Pratt INC
"Data Processing, Hosting, and",8/26/21,10088,Kimberly Pratt INC
"Data Processing, Hosting, and",8/27/21,8041,Kimberly Pratt INC
"Data Processing, Hosting, and",8/28/21,515,Kimberly Pratt INC
"Data Processing, Hosting, and",8/29/21,135,Kimberly Pratt INC
"Data Processing, Hosting, and",8/30/21,10212,Kimberly Pratt INC
"Data Processing, Hosting, and",8/31/21,12390,Kimberly Pratt INC
"Data Processing, Hosting, and",9/1/21,12386,Kimberly Pratt INC
"Data Processing, Hosting, and",9/2/21,14909,Kimberly Pratt INC
"Data Processing, Hosting, and",9/3/21,15170,Kimberly Pratt INC
"Data Processing, Hosting, and",9/6/21,59,Kimberly Pratt INC
"Data Processing, Hosting, and",9/7/21,10132,Kimberly Pratt INC
"Data Processing, Hosting, and",9/8/21,761,Kimberly Pratt INC
"Data Processing, Hosting, and",9/9/21,10753,Kimberly Pratt INC
"Data Processing, Hosting, and",9/10/21,11719,Kimberly Pratt INC
"Data Processing, Hosting, and",9/11/21,96,Kimberly Pratt INC
"Data Processing, Hosting, and",9/13/21,17619,Kimberly Pratt INC
"Data Processing, Hosting, and",9/14/21,14877,Kimberly Pratt INC
"Data Processing, Hosting, and",9/15/21,12423,Kimberly Pratt INC
"Data Processing, Hosting, and",9/16/21,19006,Kimberly Pratt INC
"Data Processing, Hosting, and",9/17/21,12794,Kimberly Pratt INC
"Data Processing, Hosting, and",9/18/21,516,Kimberly Pratt INC
"Data Processing, Hosting, and",9/19/21,1457,Kimberly Pratt INC
"Data Processing, Hosting, and",9/20/21,14575,Kimberly Pratt INC
"Data Processing, Hosting, and",9/21/21,14890,Kimberly Pratt INC
"Data Processing, Hosting, and",9/22/21,20698,Kimberly Pratt INC
"Data Processing, Hosting, and",9/23/21,19726,Kimberly Pratt INC
"Data Processing, Hosting, and",9/24/21,9260,Kimberly Pratt INC
"Data Processing, Hosting, and",9/25/21,345,Kimberly Pratt INC
"Data Processing, Hosting, and",9/26/21,139,Kimberly Pratt INC
"Data Processing, Hosting, and",9/27/21,17329,Kimberly Pratt INC
"Data Processing, Hosting, and",9/28/21,13335,Kimberly Pratt INC
"Data Processing, Hosting, and",9/29/21,816,Kimberly Pratt INC
"Data Processing, Hosting, and",9/30/21,8098,Kimberly Pratt INC
"Data Processing, Hosting, and",10/1/21,15244,Kimberly Pratt INC
"Data Processing, Hosting, and",10/2/21,529,Kimberly Pratt INC
"Data Processing, Hosting, and",10/3/21,282,Kimberly Pratt INC
"Data Processing, Hosting, and",10/4/21,12359,Kimberly Pratt INC
"Data Processing, Hosting, and",10/5/21,15463,Kimberly Pratt INC
"Data Processing, Hosting, and",10/6/21,13622,Kimberly Pratt INC
"Data Processing, Hosting, and",10/7/21,13323,Kimberly Pratt INC
"Data Processing, Hosting, and",10/8/21,20067,Kimberly Pratt INC
"Data Processing, Hosting, and",10/9/21,58,Kimberly Pratt INC
"Data Processing, Hosting, and",10/11/21,20359,Kimberly Pratt INC
"Data Processing, Hosting, and",10/12/21,17675,Kimberly Pratt INC
"Data Processing, Hosting, and",10/13/21,17544,Kimberly Pratt INC
"Data Processing, Hosting, and",10/14/21,1811,Kimberly Pratt INC
"Data Processing, Hosting, and",10/15/21,18158,Kimberly Pratt INC
"Data Processing, Hosting, and",10/16/21,276,Kimberly Pratt INC
"Data Processing, Hosting, and",10/17/21,22,Kimberly Pratt INC
"Data Processing, Hosting, and",10/18/21,18201,Kimberly Pratt INC
"Data Processing, Hosting, and",10/19/21,26023,Kimberly Pratt INC
"Data Processing, Hosting, and",10/20/21,16125,Kimberly Pratt INC
"Data Processing, Hosting, and",10/21/21,22432,Kimberly Pratt INC
"Data Processing, Hosting, and",10/22/21,26769,Kimberly Pratt INC
"Data Processing, Hosting, and",10/23/21,3218,Kimberly Pratt INC
"Data Processing, Hosting, and",10/24/21,22,Kimberly Pratt INC
"Data Processing, Hosting, and",10/25/21,13749,Kimberly Pratt INC
